budget,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,genres,keywords,production_companies,production_countries,spoken_languages,combine_feature,clean_feature,bayes_weighted_rating,bayes_weighted_rating_norm,sentiment_score,hybrid_score
0,12783,en,The Duchess,"A chronicle of the life of 18th century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life.",18.591657,2008-09-05,0,110.0,Released,Based on the incredible true story.,The Duchess,6.7,396.0,"Drama, History, Romance","england, adultery, duke, gambling debts, marriage crisis","BIM Distribuzione, BBC Films, Paramount Vantage, Qwerty Films, Pathé, Magnolia Mae Films",United Kingdom,English,"A chronicle of the life of 18th century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life. Drama, History, Romance england, adultery, duke, gambling debts, marriage crisis Based on the incredible true story.",chronicle life th century aristocrat georgiana duchess devonshire reviled extravagant political personal life drama history romance england adultery duke gambling debt marriage crisis based incredible true story,6.304616451287525,0.4274699634910621,0.0,0.6020000000000001
25000000,13155,en,Return to Oz,"Dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies.",5.650125,1985-06-21,11137801,109.0,Released,An all-new adventure down the yellow brick road.,Return to Oz,6.7,120.0,"Adventure, Family, Fantasy",wizard of oz,"Silver Screen Partners II, Oz Productions Ltd.","United Kingdom, United States of America",English,"Dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies. Adventure, Family, Fantasy wizard of oz An all-new adventure down the yellow brick road.",dorothy saved psychiatric experiment mysterious girl find back land dream make delightful new friend dangerous new enemy adventure family fantasy wizard oz allnew adventure yellow brick road,6.177281726147918,0.39096245127275486,0.11212121212121211,0.6244242424242424
27000000,42807,en,The Newton Boys,"Four Newton brothers are a poor farmer family in the 1920s. The oldest of them, Willis, one day realizes that there's no future in the fields and offers his brothers to become a bank robbers. Soon the family agrees. They become very famous robbers, and five years later execute the greatest train robbery in American history.",3.123583,1998-03-26,76000000,113.0,Released,Four Brothers. Four Criminals. For The Money... They Would Stop At Nothing.,The Newton Boys,5.9,44.0,"Crime, Action, Drama","bank robber, crime spree, western u.s.","Twentieth Century Fox Film Corporation, Detour Filmproduction",United States of America,English,"Four Newton brothers are a poor farmer family in the 1920s. The oldest of them, Willis, one day realizes that there's no future in the fields and offers his brothers to become a bank robbers. Soon the family agrees. They become very famous robbers, and five years later execute the greatest train robbery in American history. Crime, Action, Drama bank robber, crime spree, western u.s. Four Brothers. Four Criminals. For The Money... They Would Stop At Nothing.",four newton brother poor farmer family oldest willis one day realizes there future field offer brother become bank robber soon family agrees become famous robber five year later execute greatest train robbery american history crime action drama bank robber crime spree western u four brother four criminal money would stop nothing,6.0813449927128875,0.36345690269420433,0.19285714285714287,0.5925714285714286
27000000,28355,en,Case 39,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters.",23.917982,2009-08-13,29000000,109.0,Released,Some cases should  never be opened.,Case 39,6.1,563.0,"Horror, Mystery, Thriller","child abuse, detective, social worker, supernatural, murder, mental institution, youth, violence, danger, cityscape, drawn, falling elevator, pier, psychological, deadly, mind and soul, supernatural ability","Paramount Vantage, Anonymous Content, Misher Films, Case 39 Productions","Canada, United States of America",English,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters. Horror, Mystery, Thriller child abuse, detective, social worker, supernatural, murder, mental institution, youth, violence, danger, cityscape, drawn, falling elevator, pier, psychological, deadly, mind and soul, supernatural ability Some cases should  never be opened.",many year social worker emily jenkins belief seen meet yearold lilith girl cruel parent emilys worst fear confirmed parent try harm child emily assumes custody lilith look foster family however emily soon find dark force surround seemingly innocent girl try protect lilith horror encounter horror mystery thriller child abuse detective social worker supernatural murder mental institution youth violence danger cityscape drawn falling elevator pier psychological deadly mind soul supernatural ability case never opened,6.095561876391358,0.36753295542867215,0.018333333333333323,0.5696666666666667
27000000,8080,en,Suspect Zero,"A killer is on the loose, and an FBI agent sifts through clues and learns that the bloodthirsty felon's victims of choice are other serial killers.",8.715822,2004-08-27,13000000,99.0,Released,Who's next?,Suspect Zero,5.5,98.0,"Crime, Thriller",serial killer,"Paramount Pictures, Cruise/Wagner Productions, Lakeshore Entertainment, Intermedia Films","Germany, United Kingdom, United States of America",English,"A killer is on the loose, and an FBI agent sifts through clues and learns that the bloodthirsty felon's victims of choice are other serial killers. Crime, Thriller serial killer Who's next?",killer loose fbi agent sifts clue learns bloodthirsty felon victim choice serial killer crime thriller serial killer who next,6.022671184800918,0.3466348240593907,-0.23397435897435895,0.48320512820512823
0,5126,en,Martian Child,"A recently-widowed, science fiction writer considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially-rejected boy who says he's really from Mars.",5.737161,2007-11-02,0,106.0,Released,"doesn't matter where you come from, as long as you find where you belong!",Martian Child,6.8,79.0,Drama,"underdog, adoption, education, adoptive father, childhood trauma, alienation, alien",New Line Cinema,United States of America,English,"A recently-widowed, science fiction writer considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially-rejected boy who says he's really from Mars. Drama underdog, adoption, education, adoptive father, childhood trauma, alienation, alien doesn't matter where you come from, as long as you find where you belong!",recentlywidowed science fiction writer considers whether adopt hyperimaginative yearold abandoned sociallyrejected boy say he really mar drama underdog adoption education adoptive father childhood trauma alienation alien doesnt matter come long find belong,6.16069906778035,0.3862081189230974,0.2,0.6479999999999999
27000000,56288,en,Spy Kids: All the Time in the World,"Eight years after the third film, the OSS has become the world's top spy agency, while the Spy Kids department has since become defunct. A retired spy Marissa (Jessica Alba) is thrown back into the action along with her stepchildren when a maniacal Timekeeper (Jeremy Piven) attempts to take over the world. In order to save the world, Rebecca (Rowan Blanchard) and Cecil (Mason Cook) must team up with their hated stepmother. Carmen and Juni have since also grown up and will provide gadgets to them.",14.788073,2011-08-18,85564310,89.0,Released,Tidak ada,Spy Kids: All the Time in the World,4.4,222.0,"Family, Comedy, Action","spy, child hero, secret agent, espionage",Dimension Films,United States of America,English,"Eight years after the third film, the OSS has become the world's top spy agency, while the Spy Kids department has since become defunct. A retired spy Marissa (Jessica Alba) is thrown back into the action along with her stepchildren when a maniacal Timekeeper (Jeremy Piven) attempts to take over the world. In order to save the world, Rebecca (Rowan Blanchard) and Cecil (Mason Cook) must team up with their hated stepmother. Carmen and Juni have since also grown up and will provide gadgets to them. Family, Comedy, Action spy, child hero, secret agent, espionage Tidak ada",eight year third film os become world top spy agency spy kid department since become defunct retired spy marissa jessica alba thrown back action along stepchild maniacal timekeeper jeremy piven attempt take world order save world rebecca rowan blanchard cecil mason cook must team hated stepmother carmen juni since also grown provide gadget family comedy action spy child hero secret agent espionage tidak ada,5.70044884182353,0.2542520422976894,-0.06000000000000001,0.452
27000000,303858,en,Money Monster,Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.,38.279458,2016-05-12,93282604,98.0,Released,Not every conspiracy is a theory.,Money Monster,6.5,1068.0,Thriller,"bomb, sniper, tv show, hostage drama, police, hostage-taking, new york city, stock market, stock fraud, woman director, tv studio","TriStar Pictures, Sony Pictures Releasing, Smokehouse Pictures, LStar Capital, Allegiance Theater",United States of America,English,"Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio. Thriller bomb, sniper, tv show, hostage drama, police, hostage-taking, new york city, stock market, stock fraud, woman director, tv studio Not every conspiracy is a theory.",financial tv host lee gate producer patty put extreme situation irate investor take studio thriller bomb sniper tv show hostage drama police hostagetaking new york city stock market stock fraud woman director tv studio every conspiracy theory,6.333479467761089,0.43574513686117433,-0.0625,0.5775
28,1613,en,The 51st State,"Elmo McElroy is a streetwise American master chemist who heads to England to sell his special new formula - a powerful, blue concoction guaranteed to take you to 'the 51st state.' McElroy's new product delivers a feeling 51 times more powerful than any thrill, any pleasure, any high in history. But his plans for a quick, profitable score go comically awry when he gets stuck in Liverpool with an unlikely escort and his ex-girlfriend and becomes entangled in a bizarre web of double-dealing and double-crosses.",9.670031,2001-12-07,14,93.0,Released,Nice Wheels. Dirty Deals. And One Mean Mother In A Kilt.,The 51st State,5.9,173.0,"Thriller, Action, Comedy, Crime","chemical, laxative, skinheads","Film Council, Alliance Atlantis Communications, The Film Consortium, Focus Films, Momentum Films, National Lottery, Canadian Film or Video Production Tax Credit (CPTC), Artists Production Group (APG), Fifty First Films","Canada, United Kingdom",English,"Elmo McElroy is a streetwise American master chemist who heads to England to sell his special new formula - a powerful, blue concoction guaranteed to take you to 'the 51st state.' McElroy's new product delivers a feeling 51 times more powerful than any thrill, any pleasure, any high in history. But his plans for a quick, profitable score go comically awry when he gets stuck in Liverpool with an unlikely escort and his ex-girlfriend and becomes entangled in a bizarre web of double-dealing and double-crosses. Thriller, Action, Comedy, Crime chemical, laxative, skinheads Nice Wheels. Dirty Deals. And One Mean Mother In A Kilt.",elmo mcelroy streetwise american master chemist head england sell special new formula powerful blue concoction guaranteed take st state mcelroys new product delivers feeling time powerful thrill pleasure high history plan quick profitable score go comically awry get stuck liverpool unlikely escort exgirlfriend becomes entangled bizarre web doubledealing doublecrosses thriller action comedy crime chemical laxative skinhead nice wheel dirty deal one mean mother kilt,6.055637845394248,0.356086533034207,0.2017848817848818,0.5943569763569764
0,31582,en,Flawless,An ultraconservative police officer suffers a debilitating stroke and is assigned to a rehabilitative program that includes singing lessons - with the drag queen next door.,5.271559,1999-11-26,4488529,112.0,Released,Tidak ada,Flawless,5.9,56.0,"Comedy, Drama",independent film,Metro-Goldwyn-Mayer (MGM),United States of America,English,"An ultraconservative police officer suffers a debilitating stroke and is assigned to a rehabilitative program that includes singing lessons - with the drag queen next door. Comedy, Drama independent film Tidak ada",ultraconservative police officer suffers debilitating stroke assigned rehabilitative program includes singing lesson drag queen next door comedy drama independent film tidak ada,6.078600806190121,0.36267013048497876,-0.2333333333333333,0.5073333333333334
27000000,16617,en,Mindhunters,Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.,17.193659,2004-05-07,21148829,106.0,Released,"For seven elite profilers, finding a serial killer is a process of elimination. Their own.",Mindhunters,6.3,333.0,"Mystery, Thriller, Crime","fbi, island, serial killer, series of murders","Avenue Pictures Productions, Weed Road Pictures, Intermedia Films, Egmond Film & Television, Dimension Films, Outlaw Productions (I), Mindhunters (UK) Limited, Mindhunters Productie BV, Tonna Oy, Outlaw Victoria Productions Inc.","Finland, Netherlands, United Kingdom, United States of America",English,"Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst. Mystery, Thriller, Crime fbi, island, serial killer, series of murders For seven elite profilers, finding a serial killer is a process of elimination. Their own.",trainee fbi psychological profiling program must put training practice discover killer midst mystery thriller crime fbi island serial killer series murder seven elite profilers finding serial killer process elimination,6.15685087785866,0.3851048233340077,0.0,0.5780000000000001
25000000,8944,en,What Just Happened,"During the course of an ordinary week in Hollywood, movie producer Ben (Robert De Niro) must navigate his way through shark-infested waters as he struggles to complete his latest projects. A demanding studio boss (Catherine Keener) demands extensive changes to a movie starring Sean Penn, while another chief won't greenlight a project unless star Bruce Willis shaves his beard. Meanwhile, Ben tries to reconcile with his wife and maintain a relationship with his young daughter.",8.31653,2008-10-17,6673422,104.0,Released,Admit nothing.,What Just Happened,5.2,127.0,"Comedy, Drama","film producer, midlife crisis, independent film, divorce","2929 Productions, Linson Entertainment, Art Linson Productions, Tribeca Productions",United States of America,"Français, English, עִבְרִית","During the course of an ordinary week in Hollywood, movie producer Ben (Robert De Niro) must navigate his way through shark-infested waters as he struggles to complete his latest projects. A demanding studio boss (Catherine Keener) demands extensive changes to a movie starring Sean Penn, while another chief won't greenlight a project unless star Bruce Willis shaves his beard. Meanwhile, Ben tries to reconcile with his wife and maintain a relationship with his young daughter. Comedy, Drama film producer, midlife crisis, independent film, divorce Admit nothing.",course ordinary week hollywood movie producer ben robert de niro must navigate way sharkinfested water struggle complete latest project demanding studio bos catherine keener demand extensive change movie starring sean penn another chief wont greenlight project unless star bruce willis shave beard meanwhile ben try reconcile wife maintain relationship young daughter comedy drama film producer midlife crisis independent film divorce admit nothing,5.961030601051812,0.3289621557287619,0.05833333333333333,0.5236666666666667
0,41488,en,The Statement,"The film is set in France in the 1990s, the French were defeated by the Germans early in World War II, an armistice was signed in 1940 which effectively split France into a German occupied part in the North and a semi-independent part in the south which became known as Vichy France. In reality the Vichy government was a puppet regime controlled by the Germans. Part of the agreement was that the Vichy Government would assist with the 'cleansing' of Jews from France. The Vichy government formed a police force called the Milice, who worked with the Germans...",2.653988,2003-12-12,0,120.0,Released,"At the end of World War II, many of those involved in war crimes were prosecuted. Some got away. Until now.",The Statement,5.9,23.0,"Drama, Thriller",Tidak ada,"Sony Pictures Classics, BBC Films, Serendipity Point Films, Téléfilm Canada, Odessa Films, Movision, Astral Media, Corus Entertainment, Company Pictures","France, United Kingdom, Canada","Français, Deutsch, English, Italiano, Latin","The film is set in France in the 1990s, the French were defeated by the Germans early in World War II, an armistice was signed in 1940 which effectively split France into a German occupied part in the North and a semi-independent part in the south which became known as Vichy France. In reality the Vichy government was a puppet regime controlled by the Germans. Part of the agreement was that the Vichy Government would assist with the 'cleansing' of Jews from France. The Vichy government formed a police force called the Milice, who worked with the Germans... Drama, Thriller Tidak ada At the end of World War II, many of those involved in war crimes were prosecuted. Some got away. Until now.",film set france french defeated german early world war ii armistice signed effectively split france german occupied part north semiindependent part south became known vichy france reality vichy government puppet regime controlled german part agreement vichy government would assist cleansing jew france vichy government formed police force called milice worked german drama thriller tidak ada end world war ii many involved war crime prosecuted got away,6.0863558411957435,0.3648935383959847,0.175,0.5890000000000001
0,37028,en,The Magic Flute,"During World War I, in an unnamed country, a soldier named Tamino is sent by the Queen of the Night to rescue her daughter Pamina from the clutches of the supposedly evil Sarastro. But all is not as it seems.",0.548435,2006-09-07,0,133.0,Released,Tidak ada,The Magic Flute,6.9,6.0,"Comedy, Drama, Music","fictional place, opera, musical",Walt deFaria,United Kingdom,English,"During World War I, in an unnamed country, a soldier named Tamino is sent by the Queen of the Night to rescue her daughter Pamina from the clutches of the supposedly evil Sarastro. But all is not as it seems. Comedy, Drama, Music fictional place, opera, musical Tidak ada",world war unnamed country soldier named tamino sent queen night rescue daughter pamina clutch supposedly evil sarastro seems comedy drama music fictional place opera musical tidak ada,6.098695073093897,0.3684312588315728,-1.0,0.41400000000000003
26000000,14560,en,Paul Blart: Mall Cop,"Mild-mannered Paul Blart (Kevin James) has always had huge dreams of becoming a State Trooper. Until then, he patrols the local mall as a security guard. With his closely cropped moustache, personal transporter and gung-ho attitude, only Blart seems to take his job seriously. All that changes when a team of thugs raids the mall and takes hostages. Untrained, unarmed and a super-size target, Blart has to become a real cop to save the day.",31.250383,2009-01-15,183293131,91.0,Released,Safety Never Takes A Holiday.,Paul Blart: Mall Cop,5.2,788.0,"Action, Adventure, Comedy, Family","security guard, duringcreditsstinger","Columbia Pictures, Happy Madison Productions, Relativity Media, Hey Eddie",United States of America,English,"Mild-mannered Paul Blart (Kevin James) has always had huge dreams of becoming a State Trooper. Until then, he patrols the local mall as a security guard. With his closely cropped moustache, personal transporter and gung-ho attitude, only Blart seems to take his job seriously. All that changes when a team of thugs raids the mall and takes hostages. Untrained, unarmed and a super-size target, Blart has to become a real cop to save the day. Action, Adventure, Comedy, Family security guard, duringcreditsstinger Safety Never Takes A Holiday.",mildmannered paul blart kevin james always huge dream becoming state trooper patrol local mall security guard closely cropped moustache personal transporter gungho attitude blart seems take job seriously change team thug raid mall take hostage untrained unarmed supersize target blart become real cop save day action adventure comedy family security guard duringcreditsstinger safety never take holiday,5.631167501186075,0.23438873017250508,0.10238095238095236,0.5324761904761905
26000000,10330,en,Freaky Friday,"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.",24.345651,2003-08-03,110230332,97.0,Released,Mondays are manic. Wednesdays are wild. And Fridays are about to get a little freaky.,Freaky Friday,6.0,879.0,Comedy,"single parent, brother sister relationship, mistake in person, bride, talk show, body exchange, motherly love, high school, mother daughter relationship, wedding, psychiatrist, body-swap, music band, teen comedy, child as an adult, adult as a child","Walt Disney Pictures, Gunn Films, Casual Friday Productions",United States of America,"普通话, English","Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives. Comedy single parent, brother sister relationship, mistake in person, bride, talk show, body exchange, motherly love, high school, mother daughter relationship, wedding, psychiatrist, body-swap, music band, teen comedy, child as an adult, adult as a child Mondays are manic. Wednesdays are wild. And Fridays are about to get a little freaky.",mother daughter bicker everything anna wear like want shes older turn anna detests tesss fianc magical fortune cookie switch personality get peek person feel think life comedy single parent brother sister relationship mistake person bride talk show body exchange motherly love high school mother daughter relationship wedding psychiatrist bodyswap music band teen comedy child adult adult child monday manic wednesday wild friday get little freaky,6.042036162938593,0.35218686161390167,0.18541666666666667,0.5970833333333334
26000000,6957,en,The 40 Year Old Virgin,"Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40, there's one thing Andy hasn't done, and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid, the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish, a single mom.",38.473732,2005-08-11,109449237,116.0,Released,"The longer you wait, the harder it gets",The 40 Year Old Virgin,6.2,1983.0,"Comedy, Romance","first time, virgin","Universal Pictures, Apatow Productions",United States of America,"English, Español","Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40, there's one thing Andy hasn't done, and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid, the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish, a single mom. Comedy, Romance first time, virgin The longer you wait, the harder it gets",andy stitzer pleasant life nice apartment job stamping invoice electronics store age there one thing andy hasnt done really bothering sexobsessed male coworkers andy still virgin determined help andy get laid guy make mission devirginize seems hopeless andy meet small business owner trish single mom comedy romance first time virgin longer wait harder get,6.1707832497458694,0.38909930509336,0.20198412698412702,0.6123968253968254
25000000,1934,en,Shakespeare in Love,"Young Shakespeare is forced to stage his latest comedy, ""Romeo and Ethel, the Pirate's Daughter,"" before it's even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses, Shakespeare's comedy soon transforms into tragedy.",31.792964,1998-12-11,289317794,122.0,Released,Love is the only inspiration.,Shakespeare in Love,6.8,796.0,"Romance, History","shakespeare, love of one's life, oscar award, theatre play, theatre group, writer's block, theatre milieu, author, speculative, false history","Miramax Films, Universal Pictures, Bedford Falls Productions",United States of America,English,"Young Shakespeare is forced to stage his latest comedy, ""Romeo and Ethel, the Pirate's Daughter,"" before it's even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses, Shakespeare's comedy soon transforms into tragedy. Romance, History shakespeare, love of one's life, oscar award, theatre play, theatre group, writer's block, theatre milieu, author, speculative, false history Love is the only inspiration.",young shakespeare forced stage latest comedy romeo ethel pirate daughter even written lovely noblewoman audition role fall forbidden love play find new life title relationship progress shakespeare comedy soon transforms tragedy romance history shakespeare love one life oscar award theatre play theatre group writer block theatre milieu author speculative false history love inspiration,6.45970674449365,0.4719351379982971,0.23939393939393935,0.6558787878787878
28000000,169917,en,A Walk Among the Tombstones,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,61.309619,2014-09-18,53181600,113.0,Released,Some people are afraid of all the wrong things,A Walk Among the Tombstones,6.2,1131.0,"Crime, Drama, Mystery, Thriller","based on novel, murder, mafia, private investigator, new york city, alcoholic, kingpin, wife murder, matt scudder","Double Feature Films, Jersey Films, 1984 Private Defense Contractors, Cross Creek Pictures, Exclusive Media Group, Traveling Picture Show Company (TPSC), Free State Pictures, Da Vinci Media Ventures",United States of America,English,"Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife. Crime, Drama, Mystery, Thriller based on novel, murder, mafia, private investigator, new york city, alcoholic, kingpin, wife murder, matt scudder Some people are afraid of all the wrong things",private investigator matthew scudder hired drug kingpin find kidnapped murdered wife crime drama mystery thriller based novel murder mafia private investigator new york city alcoholic kingpin wife murder matt scudder people afraid wrong thing,6.157457408623536,0.38527871878385617,0.0,0.5720000000000001
15000000,951,en,Kindergarten Cop,"Hard-edged cop John Kimble gets more than he bargained for when he goes undercover as a kindergarten teacher to get the goods on a brutal drug lord while at the same time protecting the man's young son. Pitted against a class of boisterous moppets whose antics try his patience and test his mettle, Kimble may have met his match … in more ways than one.",5.411154,1990-12-21,201957688,111.0,Released,"Go ahead, you tell him you didn't do your homework.",Kindergarten Cop,5.8,628.0,Comedy,"crime fighter, cook, drug dealer, dying and death, kindergarten, kiss, police, teacher, children education","Imagine Entertainment, Universal Pictures",United States of America,"English, Español","Hard-edged cop John Kimble gets more than he bargained for when he goes undercover as a kindergarten teacher to get the goods on a brutal drug lord while at the same time protecting the man's young son. Pitted against a class of boisterous moppets whose antics try his patience and test his mettle, Kimble may have met his match … in more ways than one. Comedy crime fighter, cook, drug dealer, dying and death, kindergarten, kiss, police, teacher, children education Go ahead, you tell him you didn't do your homework.",hardedged cop john kimble get bargained go undercover kindergarten teacher get good brutal drug lord time protecting man young son pitted class boisterous moppet whose antic try patience test mettle kimble may met match way one comedy crime fighter cook drug dealer dying death kindergarten kiss police teacher child education go ahead tell didnt homework,5.957751237588839,0.32802194557350783,0.045,0.5569999999999999
27000000,10189,en,Pineapple Express,A stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder.,41.832392,2008-08-06,101624843,111.0,Released,Put this in your pipe and smoke it.,Pineapple Express,6.6,1148.0,"Action, Comedy","smoking, marijuana, stoner, roach, lollipop, painting toenails, radio call in show, driving through a wall, seed, reference to pandora's box","Columbia Pictures, Apatow Productions",United States of America,English,"A stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder. Action, Comedy smoking, marijuana, stoner, roach, lollipop, painting toenails, radio call in show, driving through a wall, seed, reference to pandora's box Put this in your pipe and smoke it.",stoner dealer forced go run police pothead witness cop commit murder action comedy smoking marijuana stoner roach lollipop painting toenail radio call show driving wall seed reference pandora box put pipe smoke,6.401448508917117,0.45523220606205234,-0.30000000000000004,0.5359999999999999
26000000,9454,en,EverAfter,"A unique 16th century woman, Danielle possesses a love of books, and can easily quote from Sir Thomas More’s Utopia. An intriguing mix of tomboyish athleticism and physical beauty, she has more than enough charm to capture the heart of a prince ... after beaning him with an apple.",21.988861,1998-07-31,65705772,121.0,Released,Desire. Defy. Escape.,Ever After: A Cinderella Story,6.8,399.0,"Drama, Romance, Comedy","france, child abuse, slavery, leonardo da vinci, prince, fairy tale, royalty, orphan, evil stepmother, step siblings, 16th century, brigands, gypsies, classism, bandits, commoner, emotional abuse",Twentieth Century Fox Film Corporation,United States of America,English,"A unique 16th century woman, Danielle possesses a love of books, and can easily quote from Sir Thomas More’s Utopia. An intriguing mix of tomboyish athleticism and physical beauty, she has more than enough charm to capture the heart of a prince ... after beaning him with an apple. Drama, Romance, Comedy france, child abuse, slavery, leonardo da vinci, prince, fairy tale, royalty, orphan, evil stepmother, step siblings, 16th century, brigands, gypsies, classism, bandits, commoner, emotional abuse Desire. Defy. Escape.",unique th century woman danielle possesses love book easily quote sir thomas more utopia intriguing mix tomboyish athleticism physical beauty enough charm capture heart prince beaning apple drama romance comedy france child abuse slavery leonardo da vinci prince fairy tale royalty orphan evil stepmother step sibling th century brigand gypsy classism bandit commoner emotional abuse desire defy escape,6.340783837419688,0.4378393367290107,0.3260416666666667,0.6732083333333334
22000000,2055,en,Open Range,A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.,19.068175,2003-08-29,68296293,139.0,Released,No place to run. No reason to hide.,Open Range,7.0,262.0,Western,"horse, beef, ranger","Tig Productions, Touchstone Pictures, Beacon Pictures, Cobalt Media Group",United States of America,English,"A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman. Western horse, beef, ranger No place to run. No reason to hide.",former gunslinger forced take arm cattle crew threatened corrupt lawman western horse beef ranger place run reason hide,6.3302607000087745,0.4348222998038306,-0.26666666666666666,0.5666666666666667
26000000,1551,en,Flatliners,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life. A science fiction thriller from the early 1990's with a star studded cast.",24.114459,1990-08-09,61489265,115.0,Released,Some lines shouldn't be crossed.,Flatliners,6.3,404.0,"Drama, Horror, Science Fiction, Thriller","life and death, afterlife, swing, memory, medical student, confetti","Columbia Pictures Corporation, Stonebridge Entertainment",United States of America,"English, Français, Español","Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life. A science fiction thriller from the early 1990's with a star studded cast. Drama, Horror, Science Fiction, Thriller life and death, afterlife, swing, memory, medical student, confetti Some lines shouldn't be crossed.",five medical student want find life death plan stop one heart second thus simulating death bring person back life science fiction thriller early star studded cast drama horror science fiction thriller life death afterlife swing memory medical student confetti line shouldnt crossed,6.16575849194458,0.3876586815193624,-0.025,0.573
22000000,5902,en,A Bridge Too Far,Tells the story of operation Market Garden. A failed attempt by the allies in the latter stages of WWII to end the war quickly by securing three bridges in Holland allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine) was doomed to failure.,20.256571,1977-06-15,50750000,175.0,Released,Out of the sky comes the screen's most incredible spectacle of men and war!,A Bridge Too Far,6.9,207.0,"Drama, History, War","netherlands, world war ii, panzer, british soldier","United Artists, Joseph E. Levine Productions","United Kingdom, United States of America","English, Nederlands, Polski, Deutsch, Latin","Tells the story of operation Market Garden. A failed attempt by the allies in the latter stages of WWII to end the war quickly by securing three bridges in Holland allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine) was doomed to failure. Drama, History, War netherlands, world war ii, panzer, british soldier Out of the sky comes the screen's most incredible spectacle of men and war!",tell story operation market garden failed attempt ally latter stage wwii end war quickly securing three bridge holland allowing access rhine germany combination poor allied intelligence presence two crack german panzer division meant final part operation bridge arnhem rhine doomed failure drama history war netherlands world war ii panzer british soldier sky come screen incredible spectacle men war,6.269311906047421,0.4173479711177973,-0.1261904761904762,0.5887619047619048
